ID	scientificName	authorship	rank	genus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpither	appendedPhrase	publishedInID	publishedInPage	publishedInYear	original	code	status	link	remarks
834	Ocnodes (Ocnodes) tenebrosus melanarius Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	subsp.	Ocnodes			melanarius										
914	Psammodes mixtus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
151	Moluris strigosa Herbst, 1799	Herbst, 1799	species	Moluris													
9f71199c-ca0be-c7b15-6a74b-8f33f4fd4	Psammotyriopsis		subgenus														
d4ee83c6-5cd80-dd08e-5ff5e-1e25f92db	Clinocranion		subgenus														
1255	Somaticus (Somaticus) stali Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
43	Bombocnodulus crinicollis fortuitus Péringuey, 1899	Péringuey, 1899	subsp.	Bombocnodulus			fortuitus										
827	Ocnodes (Ocnodes) mendicus estermanni Koch, 1952	Koch, 1952	subsp.	Ocnodes			estermanni										
1167	Vieta somalica Gebien, 1937	Gebien, 1937	species	Vieta													
597	Decoriplus humerus Louw, 1979	Louw, 1979	species	Decoriplus													
1172	Epairopsis frontalis Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Epairopsis													
711	Ocnodes (Ocnodes) heydeni Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
737	Ocnodes (Ocnodes) mozambicus Koch, 1952	Koch, 1952	species	Ocnodes													
1035	Sepidium obtusangulum Fairmaire, 1882	Fairmaire, 1882	species	Sepidium													
1293	Somaticus (Trachyderes) tentyrioides Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
1323	Trachynotus lutosus Péringuey, 1885	Péringuey, 1885	species	Trachynotus													
1361	Somaticus (Ceromelaephus) wahlbergi ausensis Koch, 1955	Koch, 1955	subsp.	Somaticus			ausensis										
137	Melanolophus sexcostatus Gahan, 1900	Gahan, 1900	species	Melanolophus													
223	Psammodes fritschi Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
843	Phanerotomea adamantinus Koch, 1952	Koch, 1952	species	Phanerotomea													
1161	Sepidium spiculosa Gerstaecker, 1884	Gerstaecker, 1884	species	Sepidium													
760	Ocnodes (Ocnodes) rhodesianus Koch, 1952	Koch, 1952	species	Ocnodes													
1014	Sepidium bulbiferum Gerstaecker, 1884	Gerstaecker, 1884	species	Sepidium													
444	Phrynocolus benanum Wilke, 1921	Wilke, 1921	species	Phrynocolus													
869	Phanerotomea ejectus Koch, 1952	Koch, 1952	species	Phanerotomea													
1391	Phligra crucifera Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Phligra													
145	Moluris herbsti Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Moluris													
608	Oxura punctipennis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Oxura													
794	Stridulomus sulcicollis Péringuey, 1885	Péringuey, 1885	species	Stridulomus													
1446	Trachynotus pilosus Péringuey, 1885	Péringuey, 1885	species	Trachynotus													
1451	Trachynotus gracilipes Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
782c3247-85220-ede36-7d2a8-5219a9059	Distretus		genus														
783	Ocnodes (Ocnodes) tumidus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
1335	Trichethmus lobicolis Gebien, 1937	Gebien, 1937	species	Trichethmus													
1401	Trachynotus rusticus Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
208	Psammodes devexus Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
746	Ocnodes (Ocnodes) ovulus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
696	Ocnodes (Ocnodes) ferreirae Koch, 1952	Koch, 1952	species	Ocnodes													
1174	Ethmus (Ethmomerus) brevis Koch, 1954	Koch, 1954	species	Ethmus													
436	Psammotyria ertli punctativentris Koch, 1953	Koch, 1953	subsp.	Psammotyria			punctativentris										
967	Psammodes cinctipennis Fairmaire, 1899	Fairmaire, 1899	species	Psammodes													
971	Psammodes vagus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1438	Trachnotus glaber Fåhraeus, 1870	Fåhraeus, 1870	species	Trachnotus													
251	Psammodes laevicollis Solier, 1843	Solier, 1843	species	Psammodes													
341	Psammophanes (Psammophanes) angulicauda Lesne, 1922	Lesne, 1922	species	Psammophanes													
811	Tarsocnodes nielseni Ferrer, Evanno & Evanno, 2010	Ferrer, Evanno & Evanno, 2010	species	Tarsocnodes													
1151	Sepidium ovampoense Péringuey, 1892	Péringuey, 1892	species	Sepidium													
1301	Somaticus (Trichotrachys) lutulentus Péringuey, 1899	Péringuey, 1899	species	Somaticus													
1465	Trachynotus sordidus Gerstaecker, 1854	Gerstaecker, 1854	species	Trachynotus													
1199	Microphligra minuta Péringuey 1904	Péringuey 1904	species	Microphligra													
1313	Somaticus (Trichotrichus) crinitus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
1106	Sepidium tricuspidatum korah Crotch, 1872	Crotch, 1872	subsp.	Sepidium			korah										
1383	Somaticus (Trichotrichus) kraatzi fulvohirtus Koch, 1955	Koch, 1955	subsp.	Somaticus			fulvohirtus										
441	Distretus mechowi Quedenfeldt, 1885	Quedenfeldt, 1885	species	Distretus													
742	Ocnodes (Ocnodes) odorans Koch, 1952	Koch, 1952	species	Ocnodes													
756	Ocnodes (Ocnodes) punctatissimus Koch, 1952	Koch, 1952	species	Ocnodes													
708	Ocnodes (Ocnodes) granulosicollis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
771	Ocnodes (Ocnodes) similis Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
1205	Ossiporis terrena Pascoe, 1866	Pascoe, 1866	species	Ossiporis													
845	Phanerotomea barbosai Koch, 1952	Koch, 1952	species	Phanerotomea													
1428	Trachynotus chevrolati Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
185	Psammodes asperulipennis Fairmaire, 1888	Fairmaire, 1888	species	Psammodes													
700	Ocnodes (Ocnodes) freudei Koch, 1952	Koch, 1952	species	Ocnodes													
324	Psammodes tricostatus Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
1044	Sepidium siculum Solier, 1843	Solier, 1843	species	Sepidium													
1262	Somaticus (Tracheloeum) fahraeusi Koch, 1955	Koch, 1955	species	Somaticus													
980	Psammodes rehbocki Kolbe, 1904	Kolbe, 1904	species	Psammodes													
100	Dichtha (Distretus) transvalica Brancsik, 1914	Brancsik, 1914	species	Dichtha													
323	Psammodes transvaalensis Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Psammodes													
1237	Somaticus (Bechuanitis) cinctus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
59	Amiantus costipennis Kolbe, 1886	Kolbe, 1886	species	Amiantus													
1002	Sepidiostenus fairmairei Gestro, 1898	Gestro, 1898	species	Sepidiostenus													
929	Psammodes consors Péringuey, 1899	Péringuey, 1899	species	Psammodes													
348	Psammophanes (Psammophanes) densepunctatus Koch, 1953	Koch, 1953	species	Psammophanes													
880	Psammodes gibberosulus Péringuey, 1908	Péringuey, 1908	species	Psammodes													
396	Glyptophrynus tenuesculptus crassigranulatus Wilke, 1921	Wilke, 1921	subsp.	Glyptophrynus			crassigranulatus										
874	Phanerotomea fistucans Koch, 1952	Koch, 1952	species	Phanerotomea													
987	Moluris gravida Westwood, 1875	Westwood, 1875	species	Moluris													
129	Glyptophrynus madecassus Fairmaire, 1901	Fairmaire, 1901	species	Glyptophrynus													
222	Psammodes fragilis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
8554ed7e-e0bbb-d2f22-0cd01-f6cb9b8b9	Sepidiostenus		genus														
1016	Sepidium capricorne Desbrochers des Loges, 1881	Desbrochers des Loges, 1881	species	Sepidium													
1072	Vieta longepilosa Fairmaire, 1891	Fairmaire, 1891	species	Vieta													
1274	Somaticus (Tracheloeum) vittiger Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
446	Phrynocolus undatocostatus Kolbe, 1891	Kolbe, 1891	species	Phrynocolus													
903	Psammodes licitus Peringuey, 1899	Peringuey, 1899	species	Psammodes													
35	Trachynotidus cognatus Péringuey, 1899	Péringuey, 1899	species	Trachynotidus													
bccd6869-ed1de-feb4a-db664-fb175e8bd	Ripicolodes		subgenus														
907	Phanerotomea marginicollis Koch, 1952	Koch, 1952	species	Phanerotomea													
1200	Ossiporis angolensis Koch, 1953	Koch, 1953	species	Ossiporis													
1218	Somaticus (Acromaticus) karrooensis Koch, 1955	Koch, 1955	species	Somaticus													
437	Psammotyria ertli spinosocostatus Kolbe, 1904	Kolbe, 1904	subsp.	Psammotyria			spinosocostatus										
1109	Sepidium tricuspidatum tomentosum Erichson, 1841	Erichson, 1841	subsp.	Sepidium			tomentosum										
1337	Cyrtoderes cristatus sinuosus Solier, 1843	Solier, 1843	subsp.	Cyrtoderes			sinuosus										
863	Phanerotomea crocodilinus Koch, 1952	Koch, 1952	species	Phanerotomea													
57	Amiantus browni Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Amiantus													
993	Echinotus natalensis Chevrolat, 1874	Chevrolat, 1874	species	Echinotus													
607	Oxura margoabsoluta Louw, 1979	Louw, 1979	species	Oxura													
991	Dimoniacis lavranosi Ardoin, 1979	Ardoin, 1979	species	Dimoniacis													
1092	Vieta tuberculata Solier, 1844	Solier, 1844	species	Vieta													
1222	Somaticus (Acromaticus) moerens Haag-Rutenberg, 1879	Haag-Rutenberg, 1879	species	Somaticus													
562	Psammodes duodecimcostatus Lesne, 1922	Lesne, 1922	species	Psammodes													
973	Psammodes verecundus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
367	Psammophanes (Psammophanes) somalicus Koch, 1953	Koch, 1953	species	Psammophanes													
596	Decoriplus hieroglyphicus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Decoriplus													
450	Phrynocolus glauningi Wilke, 1921	Wilke, 1921	species	Phrynocolus													
1097	Vieta zavatartii Gridelli, 1939	Gridelli, 1939	species	Vieta													
830	Ocnodes (Ocnodes) pachysoma ornata Koch, 1952	Koch, 1952	subsp.	Ocnodes			ornata										
439	Phrynocolus decemcostatus Gebien, 1910	Gebien, 1910	species	Phrynocolus													
1157	Sepidium muscosa Gerstaecker, 1871	Gerstaecker, 1871	species	Sepidium													
1388	Brachycerus areolatus Thunberg, 1799	Thunberg, 1799	species	Brachycerus													
1460	Trachynotus tibialis Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
710	Ocnodes (Ocnodes) haemorrhoidalis Koch, 1952	Koch, 1952	species	Ocnodes													
1378	Somaticus (Trichotrachys) lutulentus montisdraconis Koch, 1955	Koch, 1955	subsp.	Somaticus			montisdraconis										
660	Huilamus welwitschi Koch, 1953	Koch, 1953	species	Huilamus													
721	Ocnodes (Ocnodes) laevigatus Olivier, 1795	Olivier, 1795	species	Ocnodes													
1228	Somaticus (Acromaticus) purcelli Koch, 1955	Koch, 1955	species	Somaticus													
494	Psammodes citernii Gridelli, 1939	Gridelli, 1939	species	Psammodes													
215	Psammodes eberlanzi Koch, 1952	Koch, 1952	species	Psammodes													
634	Stenethmus orientalis Kaszab, 1972	Kaszab, 1972	species	Stenethmus													
332	Psammodes ventricosus Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
767	Ocnodes (Ocnodes) scrobicollis Fåhraeus, 1870	Fåhraeus, 1870	species	Ocnodes													
1033	Sepidium mesopotamicum Reitter, 1914	Reitter, 1914	species	Sepidium													
1042	Sepidium ruspolii Fairmaire, 1893	Fairmaire, 1893	species	Sepidium													
960	Phanerotomea stevensoni Koch, 1952	Koch, 1952	species	Phanerotomea													
34	Trachynotidus angulicollis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Trachynotidus													
73	Arturium ater Waterhouse, 1885	Waterhouse, 1885	species	Arturium													
584	Moluris tentyrioides Fairmaire, 1891	Fairmaire, 1891	species	Moluris													
892	Phanerotomea imbricatus Koch, 1952	Koch, 1952	species	Phanerotomea													
628	Pterostichula (Ripicolodes) misanthropa Koch, 1952	Koch, 1952	species	Pterostichula													
552	Trachynotus vittatus Solier, 1843	Solier, 1843	species	Trachynotus													
1364	Somaticus (Somaticus) decoratipes cisfluminis Koch, 1955	Koch, 1955	subsp.	Somaticus			cisfluminis										
865	Psammodes distinctus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
899	Pimelia laevigatus Olivier, 1795	Olivier, 1795	species	Pimelia													
982	Psammodes dilaticollis Muller, 1887	Muller, 1887	species	Psammodes													
1440	Trachynotus silphoides Fåhraeus, 1870	Fåhraeus, 1870	species	Trachynotus													
275	Psammodes pinguis Solier, 1843	Solier, 1843	species	Psammodes													
1227	Somaticus (Acromaticus) punctiger Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
1209	Somaticus (Acromaticus) albanyensis Koch, 1955	Koch, 1955	species	Somaticus													
647	Oxura rufotibiata planipennata Louw, 1979	Louw, 1979	subsp.	Oxura			planipennata										
622	Pterostichula (Pterostichula) kung Koch, 1952	Koch, 1952	species	Pterostichula													
1070	Vieta lacunosa Fairmaire, 1894	Fairmaire, 1894	species	Vieta													
1171	Epairopsis deckerti Ferrer, 2004	Ferrer, 2004	species	Epairopsis													
1220	Somaticus (Acromaticus) malaisei Koch, 1955	Koch, 1955	species	Somaticus													
435	Psammotyria attenuatus magnophthalmus Koch, 1953	Koch, 1953	subsp.	Psammotyria			magnophthalmus										
451	Phrynocolus methneri Wilke, 1921	Wilke, 1921	species	Phrynocolus													
846	Phanerotomea basilewskyi Koch, 1952	Koch, 1952	species	Phanerotomea													
14	Brinckia vaga Péringuey, 1908	Péringuey, 1908	species	Brinckia													
189	Psammodes batesi Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
1071	Vieta longehirta Fairmaire, 1887	Fairmaire, 1887	species	Vieta													
1083	Vieta ramosipilus Koch, 1958	Koch, 1958	species	Vieta													
1089	Vieta speculifera Gebien, 1910	Gebien, 1910	species	Vieta													
7fa24171-44e87-1edd7-e95d8-ffa9b2e44	Diacis		subgenus														
169	Phrynophanes lateritius Wilke, 1921	Wilke, 1921	species	Phrynophanes													
230	Psammodes grandis Solier, 1843	Solier, 1843	species	Psammodes													
581	Psammodes arabicus Gebien, 1938	Gebien, 1938	species	Psammodes													
954	Phanerotomea sericicollis Koch, 1952	Koch, 1952	species	Phanerotomea													
1385	Tenebrio cristatus DeGeer, 1778	DeGeer, 1778	species	Tenebrio													
1169	Cyrtoderes crucifera Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Cyrtoderes													
417	Psammodes sellatus uriai Koch, 1953	Koch, 1953	subsp.	Psammodes			uriai										
1325	Trachynotus ornatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
49	Psammodes dentipennis Gebien 1910	Gebien 1910	species	Psammodes													
927	Psammodes ovulus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
124	Euphrynus carinatus Fåhraeus, 1870	Fåhraeus, 1870	species	Euphrynus													
138	Moluris chevrolati Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Moluris													
00d4b9ea-8e777-a5ff9-d1ee9-395c03f40	Namibomodes		genus														
754	Ocnodes (Ocnodes) procrustes Westwood, 1875	Westwood, 1875	species	Ocnodes													
1363	Somaticus (Clinocranion) planatus subdamarensis Koch, 1955	Koch, 1955	subsp.	Somaticus			subdamarensis										
984	Tarsocnodes spectabilis Gebien, 1920	Gebien, 1920	species	Tarsocnodes													
153	Phrynocolus (Phrynocolopsis) denhardti Wilke, 1921	Wilke, 1921	species	Phrynocolus													
213	Psammodes discrepans Péringuey, 1904	Péringuey, 1904	species	Psammodes													
225	Psammodes gariesus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
448	Phrynocolus fulleborni Wilke, 1921	Wilke, 1921	species	Phrynocolus													
1085	Vieta robusta Lesne, 1922	Lesne, 1922	species	Vieta													
4b066f9e-abc04-d7836-1b8d7-d5f58598f	Somaticus		genus														
405	Phrynocolus (Phrynocolus) spinolai wilkei Koch, 1951	Koch, 1951	subsp.	Phrynocolus			wilkei										
109	Distretus (Distretus) variabilis Gebien, 1910	Gebien, 1910	species	Distretus													
802	Tarsocnodes finitima Koch, 1952	Koch, 1952	species	Tarsocnodes													
359	Psammophanes (Psammophanes) pilosiusculus Gebien, 1913	Gebien, 1913	species	Psammophanes													
774	Ocnodes (Ocnodes) specularis Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
1003	Sepidiostenus longipennis Gestro, 1898	Gestro, 1898	species	Sepidiostenus													
1189	Ethmus (Ethmus) plicatus Müller, 1887	Müller, 1887	species	Ethmus													
1208	Somaticus (Acromaticus) adventitus Péringuey, 1899	Péringuey, 1899	species	Somaticus													
1371	Somaticus (Tracheloeum) silphoides nigronitens Koch, 1955	Koch, 1955	subsp.	Somaticus			nigronitens										
b03e85ca-3a603-183ac-7a5e5-8c546bdd7	Uniungulum		genus														
146	Moluris nitida Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Moluris													
1122	Sepidium abiram Crotch, 1872	Crotch, 1872	species	Sepidium													
1164	Sepidium villosula Fairmaire, 1882	Fairmaire, 1882	species	Sepidium													
1225	Somaticus (Acromaticus) nollothensis Koch, 1955	Koch, 1955	species	Somaticus													
889	Psammodes heydeni Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
1135	Tenebrio alexandrinus Forskål, 1775	Forskål, 1775	species	Tenebrio													
113	Distretus (Perdistretus) angolanus Koch, 1953	Koch, 1953	species	Distretus													
1031	Sepidium mali Ferrer & Martínez, 2012	Ferrer & Martínez, 2012	species	Sepidium													
1204	Ossiporis taterae Koch, 1953	Koch, 1953	species	Ossiporis													
819	Ocnodes (Chiliarchum) arnoldi sabianus Koch, 1952	Koch, 1952	subsp.	Ocnodes			sabianus										
541	Moluris scabratus Solier, 1843	Solier, 1843	species	Moluris													
988	Tarsocnodes variabilis Koch, 1952	Koch, 1952	species	Tarsocnodes													
705	Ocnodes (Ocnodes) gibbus Haag-Rutenberg, 1879	Haag-Rutenberg, 1879	species	Ocnodes													
816	Tarsocnodes variolata Koch, 1952	Koch, 1952	species	Tarsocnodes													
144	Moluris globulicollis Solier, 1843	Solier, 1843	species	Moluris													
193	Psammodes brunnipes Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
226	Psammodes gerstaeckeri Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
1006	Sepidium aitagiae Escalera, 1913	Escalera, 1913	species	Sepidium													
491	Cryptogenius spinolai Solier, 1843	Solier, 1843	species	Cryptogenius													
878	Psammodes funestus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
12	Brinckia oograbiensis Koch, 1962	Koch, 1962	species	Brinckia													
60	Amiantus decemcostatus Gebien, 1910	Gebien, 1910	species	Amiantus													
904	Psammodes luctuosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
699	Ocnodes (Ocnodes) fraternus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Ocnodes													
571	Psammodes pyriformis Gridelli, 1939)	Gridelli, 1939)	species	Psammodes													
959	Phanerotomea spinigerus Koch, 1952	Koch, 1952	species	Phanerotomea													
1163	Dymonus gibbicollis Solier, 1843	Solier, 1843	species	Dymonus													
1408	Trachynotus bohemani Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
104	Distretus (Distretus) fahraei Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Distretus													
338	Psammodes zschokkei Koch, 1953	Koch, 1953	species	Psammodes													
645	Synhimba sculpturatum Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Synhimba													
743	Ocnodes (Ocnodes) opacus Solier, 1843	Solier, 1843	species	Ocnodes													
787	Ocnodes (Ocnodes) verecundus Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
feeccf2f-e2986-388df-ee099-6bb349c4c	Ethmomerus		subgenus														
416	Psammodes scabratus gariepinus Koch, 1953	Koch, 1953	subsp.	Psammodes			gariepinus										
531	Psammodophysis probes Péringuey, 1899	Péringuey, 1899	species	Psammodophysis													
125	Euphrynus jansei Koch, 1952	Koch, 1952	species	Euphrynus													
220	Psammodes ferrugineus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
968	Psammodes valens Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1130	Sepidium laghoatense Baudi, 1875	Baudi, 1875	species	Sepidium													
1441	Trachynotus similis Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
586	Psammodes ertli Kolbe, 1904	Kolbe, 1904	species	Psammodes													
926	Phanerotomea overlaeti Koch, 1952	Koch, 1952	species	Phanerotomea													
1359	Somaticus (Ceromelaephus) strangulatus patzelti Koch, 1955	Koch, 1955	subsp.	Somaticus			patzelti										
1146	Sepidium integrum Desbrochers des Loges, 1881	Desbrochers des Loges, 1881	species	Sepidium													
1444	Trachynotus terrenus Péringuey, 1885	Péringuey, 1885	species	Trachynotus													
339	Psammophanes (Psammolophus) acuticosta Fairmaire, 1884	Fairmaire, 1884	species	Psammophanes													
1111	Vieta angolensis eduardi Koch, 1958	Koch, 1958	subsp.	Vieta			eduardi										
1064	Vieta furcifera Gerstaecker, 1884	Gerstaecker, 1884	species	Vieta													
1144	Sepidium laterale Allard, 1874	Allard, 1874	species	Sepidium													
693	Ocnodes (Ocnodes) ejectus Koch, 1952	Koch, 1952	species	Ocnodes													
804	Tarsocnodes granulicauda Penrith, 1987	Penrith, 1987	species	Tarsocnodes													
71ea9aeb-63ac9-d81e8-5e227-225fab735	Ocnodes		genus														
415	Psammodes glabratus bienus Koch, 1953	Koch, 1953	subsp.	Psammodes			bienus										
646	Oxura margoabsoluta puncticollis Louw, 1979	Louw, 1979	subsp.	Oxura			puncticollis										
54	Psammodes hirtipennis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
506	Amiantus haroldi Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Amiantus													
1448	Trachynotus sericeus Péringuey, 1886	Péringuey, 1886	species	Trachynotus													
23	Hypomelus reflexicollis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Hypomelus													
355	Psammophanes (Psammophanes) leakeyi Koch, 1953	Koch, 1953	species	Psammophanes													
365	Psammophanes (Psammophanes) rubrolineatus Lesne, 1922	Lesne, 1922	species	Psammophanes													
544	Phanerotomea subcostatus Solier, 1843	Solier, 1843	species	Phanerotomea													
1399	Trachynotus adventitus Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
269ce968-6ba08-87132-21a63-e1170048f	Sepidiini		tribe														
344	Psammophanes (Psammolophus) borosi Koch, 1953	Koch, 1953	species	Psammophanes													
521	Psammodes obliteratus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
535	Phanerotomea pubescens Solier, 1843	Solier, 1843	species	Phanerotomea													
976	Phanerotomea virago Koch, 1952	Koch, 1952	species	Phanerotomea													
267	Psammodes ovatus Solier, 1843	Solier, 1843	species	Psammodes													
65c9e117-3ff3b-5b84a-e1255-ac8ed4c8f	Ethmophobes		subgenus														
759	Ocnodes (Ocnodes) punctipleura Koch, 1952	Koch, 1952	species	Ocnodes													
815	Tarsocnodes tarsalis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Tarsocnodes													
406a3ba9-9947c-3d495-50624-ba7fd6b2a	Ethmus		subgenus														
bb6fd331-b9a1c-55319-9241c-9fcb419cf	Histrionotus		genus														
1318	Somaticus (Tropitrachys) damarinus Péringuey, 1904	Péringuey, 1904	species	Somaticus													
422	Psammophanes (Psammophanes) gridellii microsetosus Koch, 1953	Koch, 1953	subsp.	Psammophanes			microsetosus										
29	Iugidorsum cumstriis Louw, 1979	Louw, 1979	species	Iugidorsum													
112	Distretus (Perdistretus) acutecostatus Fairmaire, 1888	Fairmaire, 1888	species	Distretus													
965	Phanerotomea torosus Koch, 1952	Koch, 1952	species	Phanerotomea													
453	Phrynocolus pretiosum Wilke, 1921	Wilke, 1921	species	Phrynocolus													
919	Psammodes nervosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
860	Phanerotomea confertus Koch, 1952	Koch, 1952	species	Phanerotomea													
911	Psammodes miles Péringuey, 1908	Péringuey, 1908	species	Psammodes													
17d5e09e-341e8-bfe12-004a5-69b6f8854	Glyptophrynus		genus														
1376	Somaticus (Trachyderes) gunvorae cylindricollis Koch, 1955	Koch, 1955	subsp.	Somaticus			cylindricollis										
1287	Somaticus (Trachyderes) haagi Péringuey, 1899	Péringuey, 1899	species	Somaticus													
470	Amiantus mashunus Péringuey, 1896	Péringuey, 1896	species	Amiantus													
981	Psammodes compressitarsis Müller, 1887	Müller, 1887	species	Psammodes													
1022	Sepidium fusiforme Kwieton, 1980	Kwieton, 1980	species	Sepidium													
1243	Somaticus (Ceromelaephus) strangulatus Gebien, 1920	Gebien, 1920	species	Somaticus													
c2ab9812-bb3da-1dcca-95259-a9c2f99ff	Euphrynus		genus														
58740837-268b1-95d2d-881f0-44ef79a11	Moluris		genus														
194	Psammodes caelatus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
286	Psammodes protensus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
287	Psammodes pubescens Solier, 1843	Solier, 1843	species	Psammodes													
772	Ocnodes (Ocnodes) sjoestedti Gebien, 1910	Gebien, 1910	species	Ocnodes													
d5cc6683-cdf62-83703-166e9-e90e24e7b	Hypomelus		genus														
78	Arturium fiomicum Wilke, 1921	Wilke, 1921	species	Arturium													
1377	Somaticus (Trachyderes) haagi pilipeplus Koch, 1955	Koch, 1955	subsp.	Somaticus			pilipeplus										
1036	Sepidium pagesii Fairmaire, 1894	Fairmaire, 1894	species	Sepidium													
399	Melanolophus sexcostatus benardellii Koch, 1960	Koch, 1960	subsp.	Melanolophus			benardellii										
283	Psammodes productus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
1176	Ethmus (Ethmophobes) herero Koch, 1958	Koch, 1958	species	Ethmus													
1307	Somaticus (Trichotrachys) sordidus Gerstaecker, 1854	Gerstaecker, 1854	species	Somaticus													
460	Phrynocolus petrosus Gerstaecker, 1871	Gerstaecker, 1871	species	Phrynocolus													
495	Phrynocolus discoideus Fairmaire, 1891	Fairmaire, 1891	species	Phrynocolus													
861	Psammodes congruens Péringuey, 1899	Péringuey, 1899	species	Psammodes													
156	Phrynocolus (Phrynocolopsis) transversus Fairmaire, 1887	Fairmaire, 1887	species	Phrynocolus													
180	Physophrynus haroldi Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Physophrynus													
03819042-9758b-09f31-e6cd2-a115edf47	Trichethmus		genus														
485	Pimelia gibbosa Thunberg, 1787	Thunberg, 1787	species	Pimelia													
625	Pterostichula (Pterostichula) solitudo Louw, 1979	Louw, 1979	species	Pterostichula													
632	Stenethmus impuncticollis Gebien, 1937	Gebien, 1937	species	Stenethmus													
1256	Somaticus (Somaticus) straminicornis Koch, 1955	Koch, 1955	species	Somaticus													
428	Psammophanes (Psammophanes) praetenuis subtomentosus Koch, 1953	Koch, 1953	subsp.	Psammophanes			subtomentosus										
264	Psammodes nitidipennis Fairmaire, 1897	Fairmaire, 1897	species	Psammodes													
599	Decoriplus striatulus Louw, 1979	Louw, 1979	species	Decoriplus													
